age,work_cate,fnlwgt,education,edu_nums,marital,profession,relation,race,gender,earnings,loss,hour,motherland,label
18,0,120691,1,10,1,5,3,2,0,0,0,35,3,0
28,0,107389,0,9,1,2,3,0,0,0,0,32,0,0
17,0,293440,8,7,1,3,3,0,2,0,0,15,0,0
53,0,145409,0,9,0,9,0,0,0,0,0,40,0,1
22,0,213902,21,3,1,26,9,0,2,0,0,40,10,0
63,0,100099,0,9,10,1,1,0,0,0,0,40,0,0
32,0,191856,6,14,0,4,8,0,2,0,0,45,0,1
40,3,233891,0,9,1,3,5,2,2,0,0,35,0,0
61,2,96073,15,15,0,0,0,0,0,0,0,50,14,1
35,0,474136,0,9,1,1,1,0,0,0,1408,40,0,0
43,2,355856,2,13,0,2,0,4,0,0,0,50,6,0
20,4,144685,1,10,1,11,3,4,2,0,1602,40,28,0
48,2,139212,1,10,4,1,1,0,0,0,0,40,0,0
56,6,143931,2,13,7,0,1,0,2,0,0,40,0,0
51,10,160703,0,9,0,3,0,0,0,0,0,40,0,0
34,0,191291,1,10,1,1,1,0,0,0,0,40,0,0
44,0,68729,1,10,0,4,0,4,0,0,1902,40,0,1
61,0,119986,6,14,0,0,0,0,0,0,0,40,3,1
37,0,227545,1,10,0,4,0,0,0,0,0,44,0,1
36,0,32776,2,13,0,2,0,0,0,0,1977,40,0,1
34,0,228881,1,10,6,9,1,7,0,0,0,40,0,0
23,0,84648,1,10,1,4,3,0,2,0,0,25,0,0
63,10,101996,6,14,4,0,1,0,0,0,0,40,0,1
63,4,68954,0,9,7,11,1,2,2,0,0,11,0,0
47,3,285060,6,14,0,2,0,0,0,0,1977,41,0,1
55,7,209569,0,9,4,4,5,0,2,0,0,50,0,1
31,3,331126,2,13,1,22,3,2,0,0,0,48,0,0
27,0,279872,1,10,4,5,1,0,0,0,0,40,0,0
58,0,150560,2,13,4,3,1,0,2,14084,0,40,0,1
28,3,185647,1,10,0,22,0,0,0,0,0,48,0,0
52,0,128871,13,4,4,9,1,0,2,0,0,64,0,0
31,10,386331,0,9,0,3,0,2,0,0,0,50,0,0
53,0,117814,1,10,4,3,5,0,2,0,0,38,0,0
43,0,220609,1,10,4,19,1,0,2,0,0,50,0,0
43,3,117022,0,9,10,17,5,2,0,0,0,40,0,0
50,7,176751,6,14,4,2,1,0,0,0,0,80,0,1
68,4,76371,0,9,0,11,0,0,0,0,0,35,0,0
37,0,80410,8,7,0,5,0,0,0,0,0,40,0,0
26,0,127202,0,9,4,9,1,0,0,0,0,40,0,0
22,0,121471,8,7,1,4,1,0,2,0,0,40,0,0
22,0,219086,1,10,0,4,0,0,0,0,0,55,0,0
59,0,271571,1,10,0,1,0,0,0,15024,0,50,0,1
30,0,241583,1,10,0,9,0,0,0,0,0,40,0,0
24,0,374253,0,9,6,5,1,0,2,0,0,55,0,0
30,0,214993,0,9,0,1,0,0,0,0,0,40,0,0
50,3,199995,2,13,4,22,1,0,0,0,0,40,0,1
38,0,450924,19,8,0,5,0,0,0,3942,0,40,0,0
29,0,120359,0,9,0,3,0,0,0,0,0,40,0,0
76,0,93125,0,9,0,4,0,0,0,1424,0,24,0,0
21,0,187513,7,11,1,1,5,0,0,0,0,40,0,0
65,0,243569,1,10,7,5,5,0,2,0,0,24,0,0
43,0,295510,0,9,0,2,0,0,0,0,0,45,0,1
29,0,29732,2,13,0,0,8,0,2,0,0,24,0,0
32,0,211743,2,13,1,4,1,0,0,0,0,45,0,0
37,0,251396,9,12,0,2,0,0,0,0,0,65,0,1
64,0,477697,0,9,0,2,0,0,0,0,0,16,0,0
49,0,151584,1,10,0,1,0,0,0,0,0,40,0,1
44,0,193882,2,13,0,2,0,0,0,0,0,40,0,1
68,4,117542,0,9,0,11,0,0,0,1409,0,15,0,0
34,0,242460,2,13,0,2,0,0,0,7688,0,40,0,1
35,0,411395,1,10,0,2,0,0,0,0,0,36,0,0
53,0,191025,1,10,4,3,1,0,2,0,0,43,0,0
24,0,154571,7,11,1,4,5,4,0,0,0,50,16,0
31,0,208657,1,10,4,3,5,0,2,0,0,40,0,0
25,0,29599,1,10,0,14,0,0,0,0,0,38,0,0
36,0,423711,0,9,0,9,0,0,0,0,0,45,0,0
29,0,122000,1,10,1,4,1,0,0,0,0,60,0,0
37,0,148581,0,9,0,14,0,0,0,0,0,50,0,1
42,2,222978,20,16,1,0,1,0,2,0,0,45,0,0
30,0,149118,0,9,4,1,1,0,2,0,0,40,0,0
32,7,218407,1,10,1,2,1,0,0,0,0,70,13,0
47,2,112200,2,13,1,2,1,2,0,10520,0,45,0,1
44,0,85604,0,9,4,1,1,0,0,0,0,40,0,1
19,0,111232,0,9,1,4,3,0,0,0,0,40,0,0
22,0,99199,0,9,0,2,0,0,0,0,0,48,0,0
51,0,199995,17,5,0,1,0,0,0,0,0,50,0,1
69,0,122850,0,9,0,1,0,0,0,0,0,16,0,0
73,4,90557,8,7,0,11,0,0,0,0,0,8,0,0
18,4,271935,8,7,1,11,9,0,2,0,0,20,0,0
33,2,361497,0,9,1,0,1,0,0,0,0,40,0,0
22,3,399020,1,10,1,3,1,0,2,0,0,55,0,0
33,0,345277,2,13,1,19,1,0,2,0,0,45,0,1
20,10,55233,1,10,1,3,9,0,2,0,0,40,0,0
28,2,200515,1,10,0,1,0,0,0,0,0,40,0,0
25,0,188119,0,9,1,15,1,0,2,0,0,40,0,0
27,0,176683,0,9,1,5,1,0,0,0,0,48,0,0
22,0,309178,0,9,1,14,3,0,0,0,0,40,0,0
67,2,40021,0,9,0,17,0,0,0,0,0,35,0,0
31,7,49923,0,9,0,2,0,0,0,0,0,40,0,0
36,4,36635,1,10,1,11,5,0,2,0,0,25,0,0
43,10,325706,15,15,0,0,0,4,0,0,0,50,11,1
33,0,124407,2,13,1,0,1,0,2,0,0,40,0,0
37,2,301568,0,9,0,0,8,0,2,0,0,35,0,1
27,0,339956,0,9,0,14,0,2,0,0,0,60,0,0
36,0,176335,1,10,1,14,1,0,0,0,0,40,0,0
33,0,198452,9,12,4,4,1,0,2,0,0,45,0,0
63,0,213945,2,13,0,4,0,0,0,15024,0,40,33,1
48,0,171807,2,13,4,5,5,0,2,0,0,56,0,1
25,0,362826,0,9,1,15,9,0,0,0,0,45,0,0
41,2,344329,0,9,0,5,0,0,0,0,0,10,0,0
26,0,137678,0,9,1,5,1,0,0,0,0,40,0,0
23,0,175424,1,10,1,3,3,2,2,0,0,40,0,0
33,6,73296,0,9,1,5,5,2,2,1831,0,40,0,0
30,6,137613,6,14,0,0,0,4,0,0,0,17,28,0
67,2,354405,0,9,7,5,1,0,2,0,0,20,0,0
32,0,130057,0,9,0,4,0,0,0,0,0,55,0,1
48,2,362883,0,9,4,1,1,0,0,0,0,60,0,1
51,0,49017,0,9,7,5,1,0,2,0,0,24,0,0
39,0,149943,6,14,1,4,1,4,0,0,0,40,17,0
40,7,99185,2,13,0,0,0,0,0,0,0,60,0,0
40,0,294708,0,9,0,14,0,2,0,0,0,40,0,1
19,0,228238,0,9,1,9,9,0,0,0,0,40,2,0
28,0,156819,0,9,4,15,5,0,2,0,0,36,0,0
47,0,332727,2,13,0,0,0,0,0,0,0,60,0,1
20,0,289944,1,10,1,0,1,0,2,0,0,20,0,0
41,0,116103,0,9,7,2,9,0,0,914,0,40,0,0
29,0,24153,1,10,0,5,8,6,2,0,0,40,0,0
40,0,273425,2,13,0,2,0,0,0,0,0,50,0,1
61,0,231183,0,9,7,2,1,0,2,0,0,40,0,0
25,0,313930,8,7,1,1,1,0,0,0,0,40,2,0
26,0,114483,0,9,0,9,0,0,0,0,0,40,0,0
43,0,162108,2,13,1,3,1,0,2,0,0,40,0,0
17,0,168807,13,4,1,1,1,0,0,0,0,45,0,0
43,3,143828,6,14,4,0,5,2,2,9562,0,40,0,1
73,0,242769,0,9,0,9,0,0,0,3471,0,40,14,0
46,3,111558,1,10,4,9,3,0,2,0,0,40,0,0
19,0,69770,1,10,1,5,3,0,0,0,0,20,0,0
37,0,291981,0,9,4,9,1,0,0,0,0,40,0,0
26,0,102460,1,10,0,3,0,0,0,0,0,40,0,0
47,0,151584,0,9,4,4,3,0,0,0,1876,40,0,0
47,3,287320,6,14,1,0,1,0,0,0,0,40,0,0
29,0,115677,2,13,1,0,1,0,0,0,0,40,0,0
29,0,239632,0,9,1,3,1,0,2,0,0,40,0,0
33,0,409172,2,13,0,2,3,0,0,0,0,55,0,0
20,0,186849,0,9,1,14,9,0,0,0,0,40,0,0
28,0,118861,11,6,0,1,8,7,2,0,0,48,23,0
26,0,142689,2,13,1,0,1,0,0,0,0,45,3,0
41,6,170924,6,14,0,0,0,0,0,0,0,40,0,0
67,4,274451,13,4,0,11,0,0,0,0,0,40,0,0
43,0,153489,2,13,0,4,0,0,0,0,0,50,0,0
35,0,186489,17,5,0,15,0,0,0,0,0,46,0,0
18,0,192409,19,8,1,5,3,0,2,0,0,25,0,0
55,6,337599,1,10,4,3,1,0,0,0,0,40,0,0
44,0,195545,0,9,4,9,3,2,2,0,0,40,0,0
64,0,61892,0,9,7,26,1,0,2,0,0,15,0,0
34,2,175697,7,11,0,1,0,0,0,0,0,75,0,0
38,0,80303,1,10,0,4,0,0,0,0,0,60,0,1
25,0,419658,0,9,1,5,3,0,2,0,0,8,0,0
21,0,319163,1,10,1,14,3,2,0,0,0,40,0,0
37,0,126743,28,2,0,5,0,0,0,0,0,53,2,0
39,0,301568,1,10,4,4,5,0,2,0,0,40,0,0
34,0,120461,1,10,4,3,1,0,2,0,0,50,0,0
23,0,268145,2,13,1,2,1,0,2,0,0,45,0,0
54,0,257337,1,10,0,1,0,0,0,0,0,40,0,1
49,7,213354,6,14,6,2,1,0,0,0,0,70,0,1
25,0,303431,0,9,0,3,8,0,2,0,0,40,0,0
51,0,124963,9,12,0,4,0,0,0,0,0,50,0,0
29,0,158218,0,9,1,17,5,0,0,0,0,35,0,0
27,6,553473,2,13,0,22,8,2,2,0,0,48,0,0
53,0,46155,0,9,0,26,9,0,2,0,0,40,0,0
68,0,138714,2,13,0,0,0,0,0,0,0,55,0,1
56,0,231781,0,9,0,4,0,0,0,0,0,40,0,1
30,0,496414,20,16,1,0,1,0,0,0,0,40,3,0
24,0,19410,0,9,4,4,5,6,2,0,0,48,0,0
70,4,28471,17,5,7,11,5,0,2,0,0,25,0,0
24,0,185821,1,10,1,4,3,0,2,0,0,40,0,0
74,4,272667,9,12,7,11,1,0,2,0,0,20,0,0
23,4,194031,1,10,1,11,1,0,2,0,0,25,0,0
41,3,144995,6,14,0,2,0,0,0,0,0,55,0,0
45,0,162494,0,9,1,4,3,0,2,0,0,19,0,0
35,0,171968,0,9,0,9,0,0,0,0,0,40,0,0
21,0,232569,0,9,1,15,1,0,0,0,0,40,0,0
45,0,161819,8,7,6,3,5,2,2,0,0,25,0,0
18,0,123343,8,7,1,4,1,0,2,0,0,30,0,0
49,0,105449,2,13,1,26,1,0,0,0,0,25,0,0
49,0,181717,7,11,6,0,3,0,2,0,0,36,0,0
45,3,102359,2,13,0,0,0,0,0,0,0,37,0,0
27,0,72887,0,9,1,15,9,4,0,0,0,40,0,0
28,0,154571,1,10,0,2,0,4,0,0,0,40,6,0
35,0,255191,2,13,0,0,0,0,0,0,0,45,0,1
33,0,174789,1,10,1,9,1,0,0,0,0,40,0,0
35,0,110402,8,7,0,4,0,0,0,0,0,35,0,0
19,0,208513,0,9,1,1,9,0,0,0,0,40,0,0
33,0,121904,1,10,1,5,1,0,2,0,0,28,0,0
28,0,34335,0,9,4,4,1,6,0,14084,0,40,0,1
49,0,59380,1,10,10,3,1,0,2,0,0,40,0,0
61,4,135285,0,9,0,11,0,0,0,0,2603,32,0,0
39,7,126675,1,10,0,0,0,0,0,0,0,25,0,0
22,0,217363,0,9,6,3,5,0,2,0,0,40,0,0
42,0,91836,11,6,0,1,0,0,0,0,0,40,0,0
22,0,184813,1,10,1,3,3,0,0,0,0,40,0,0
18,0,178142,0,9,1,1,3,0,0,0,0,40,0,0
49,3,102359,17,5,7,15,5,0,0,0,2231,40,0,1
33,7,281832,20,16,0,0,0,0,0,0,0,40,13,1
28,0,96226,0,9,0,1,0,0,0,0,0,45,0,0
42,0,195124,13,4,10,0,9,0,0,0,0,35,9,0
20,0,56322,1,10,1,5,3,0,0,2176,0,25,0,0
50,3,97449,1,10,0,22,0,0,0,0,0,48,0,0
32,0,339773,1,10,0,2,0,0,0,0,0,40,0,1
31,10,210926,0,9,6,15,5,0,2,0,0,40,0,0
29,0,199499,7,11,1,5,1,2,0,0,0,40,0,0
46,10,190729,1,10,0,5,0,0,0,0,0,40,0,0
32,7,191385,20,16,1,0,1,0,0,0,0,77,0,0
61,0,193479,0,9,7,3,5,0,2,0,0,24,0,0
43,2,225165,8,7,0,1,0,0,0,0,0,55,0,0
35,0,346766,0,9,1,15,1,0,2,0,0,40,0,0
39,6,152307,2,13,0,0,0,0,0,0,0,40,0,0
18,4,79990,8,7,1,11,3,0,0,0,0,35,0,0
42,2,170649,1,10,0,17,0,0,0,0,0,60,0,0
23,0,197207,2,13,1,0,1,0,2,0,0,40,0,0
32,0,229732,2,13,0,4,0,0,0,0,0,45,0,0
52,0,204402,0,9,0,14,0,0,0,0,0,85,0,1
36,0,181065,9,12,0,19,0,0,0,0,0,40,0,1
38,0,179579,1,10,0,0,0,0,0,0,0,50,3,1
50,0,237729,0,9,7,4,1,0,2,0,2444,72,0,1
23,4,164574,9,12,1,11,3,0,0,0,0,40,0,0
71,0,179574,15,15,0,0,0,0,0,0,0,12,0,1
27,0,191782,0,9,1,5,9,2,2,0,0,30,0,0
56,0,146660,0,9,0,1,0,0,0,0,0,60,0,0
28,2,115945,1,10,1,0,5,0,0,0,0,40,0,0
45,0,210875,0,9,0,1,0,0,0,0,0,40,0,0
28,0,137898,0,9,0,9,8,0,2,0,0,40,0,0
28,3,216965,1,10,0,22,0,0,0,0,0,40,0,0
18,0,201554,1,10,1,9,1,0,2,0,0,15,0,0
62,0,57970,13,4,4,15,1,0,0,0,0,40,0,0
35,0,208378,19,8,6,9,5,0,2,0,0,40,0,0
39,0,61343,11,6,0,9,0,0,0,0,0,60,0,0
24,0,283872,1,10,1,3,1,2,0,0,0,20,0,0
58,0,225603,17,5,4,17,1,2,0,0,0,40,0,0
48,0,401333,0,9,4,4,1,0,0,0,0,40,0,0
57,0,278228,2,13,0,2,0,0,0,0,0,50,0,1
31,0,145377,2,13,0,4,0,0,0,0,0,60,0,0
25,0,120238,0,9,0,4,0,0,0,0,0,40,0,0
34,0,187215,2,13,0,0,8,0,2,15024,0,36,0,1
29,2,144063,13,4,0,17,0,0,0,0,0,72,0,0
38,0,238721,9,12,4,2,5,2,2,0,0,40,0,0
21,0,164920,1,10,1,5,3,0,2,0,0,40,0,0
34,2,152493,0,9,0,17,0,0,0,0,0,70,0,0
50,0,92968,2,13,1,4,5,0,2,0,0,32,0,0
50,0,136836,0,9,4,0,5,2,2,0,0,40,0,0
49,10,216453,7,11,4,2,5,2,2,0,0,45,0,0
30,0,349148,2,13,1,0,1,0,0,0,0,70,0,0
29,6,309620,6,14,0,0,0,4,0,0,0,20,28,0
22,6,347803,1,10,1,3,1,7,0,0,0,20,0,0
42,0,85995,0,9,0,14,0,0,0,0,0,50,0,0
19,4,167428,1,10,1,11,3,0,0,0,0,40,0,0
31,0,164569,1,10,4,5,5,0,2,0,0,48,0,0
42,2,308279,2,13,0,0,0,0,0,0,0,21,0,0
20,0,56322,1,10,1,5,3,0,0,0,0,20,0,0
51,4,203015,0,9,0,11,0,0,0,0,0,40,0,0
50,0,211654,11,6,0,1,0,0,0,0,0,40,0,1
27,7,120126,17,5,1,1,3,0,0,0,0,40,0,0
26,0,239043,8,7,1,5,1,0,0,0,0,40,0,0
61,4,179761,0,9,0,11,0,0,0,0,0,40,0,1
20,0,312017,1,10,1,22,3,0,0,0,0,40,7,0
51,0,257485,1,10,0,1,0,0,0,0,0,40,0,1
52,0,49243,0,9,0,9,0,0,0,0,0,40,0,0
33,0,229716,0,9,4,3,1,0,0,0,0,38,0,0
31,0,341672,2,13,0,3,0,4,0,0,0,60,11,0
24,0,32311,1,10,0,5,8,0,2,0,0,40,0,0
56,0,275236,2,13,0,9,0,0,0,0,0,40,0,0
19,4,400356,1,10,1,11,3,0,0,0,0,40,0,0
29,0,184596,8,7,0,1,0,0,0,3942,0,50,0,0
18,0,186909,0,9,1,4,9,0,2,1055,0,30,0,0
43,0,152420,1,10,0,9,0,2,0,0,0,50,0,0
43,6,261929,20,16,10,0,5,0,0,25236,0,64,0,1
21,0,235442,0,9,0,3,0,0,0,0,0,40,0,0
51,0,161691,0,9,0,3,8,0,2,0,0,40,0,0
20,4,173945,8,7,0,11,9,0,2,0,0,39,0,0
41,0,355918,1,10,0,14,0,0,0,0,0,65,0,1
45,6,198660,1,10,0,0,0,0,0,0,0,40,0,1
20,0,122649,0,9,1,5,1,0,2,0,0,30,0,0
28,0,421967,2,13,0,2,8,0,2,0,0,60,0,1
50,3,259377,6,14,0,0,8,0,2,15024,0,40,0,1
47,0,74305,2,13,4,1,1,0,0,0,0,40,0,0
80,2,34340,13,4,7,17,1,0,0,0,0,35,0,0
47,2,182752,0,9,0,3,8,0,2,0,0,35,33,0
19,4,48393,1,10,1,11,3,0,0,0,0,84,0,0
45,0,34248,0,9,0,4,0,0,0,0,0,50,0,0
17,0,186677,8,7,1,15,3,0,0,0,0,12,0,0
37,0,167851,0,9,0,1,0,0,0,0,0,50,0,0
27,0,146460,1,10,1,9,1,0,2,0,0,40,0,0
17,0,209650,19,8,1,5,3,0,0,0,0,16,0,0
18,2,132986,0,9,1,17,3,0,0,0,0,40,0,0
57,0,94429,0,9,0,15,0,0,0,0,0,40,0,0
26,0,252406,0,9,6,3,5,0,2,0,0,40,0,0
26,0,174592,6,14,1,2,3,0,2,0,0,40,0,0
36,2,151322,2,13,0,0,0,0,0,0,0,45,0,1
51,0,37237,0,9,0,17,0,0,0,0,0,80,0,1
38,0,101192,1,10,1,5,1,0,0,0,0,40,0,0
77,4,152900,21,3,0,11,0,0,0,0,0,20,0,0
51,0,94081,0,9,1,1,1,0,0,0,0,40,0,1
24,0,329408,8,7,1,15,1,0,0,0,0,40,0,0
35,0,106028,0,9,4,17,1,0,0,0,0,65,0,0
35,4,164866,11,6,4,11,1,0,0,0,0,99,0,0
51,7,167793,2,13,0,2,0,0,0,15024,0,40,0,1
28,0,138692,2,13,0,2,0,0,0,0,0,40,0,1
37,0,173968,0,9,0,14,0,0,0,0,0,40,0,0
43,0,228320,0,9,0,2,0,0,0,0,0,40,0,0
23,0,96585,0,9,1,15,1,0,0,0,0,30,0,0
42,0,156580,2,13,0,4,8,0,2,0,0,40,9,0
58,0,210673,1,10,0,3,8,0,2,0,0,40,0,1
52,3,137753,0,9,0,5,8,2,2,0,0,20,0,0
29,0,29865,0,9,4,4,1,6,2,0,0,50,0,0
27,0,196044,1,10,0,1,0,0,0,0,0,60,0,0
28,0,308995,1,10,1,3,3,2,2,0,0,40,15,0
59,0,159008,9,12,0,1,0,0,0,7298,0,20,0,1
28,0,362491,0,9,1,15,3,0,0,0,0,40,0,0
24,0,94395,1,10,1,1,1,0,0,0,0,40,0,0
20,0,320047,11,6,10,15,1,0,0,0,0,40,0,0
54,0,98535,2,13,0,2,0,0,0,0,0,40,0,1
65,0,183170,0,9,4,5,1,0,0,0,0,25,0,0
18,4,331511,1,10,1,11,3,0,0,0,0,30,0,0
38,0,195686,1,10,0,1,0,0,0,0,0,40,0,1
29,0,178244,0,9,0,9,0,0,0,0,0,40,0,0
27,0,127833,0,9,1,3,3,2,2,0,0,40,0,0
36,0,269722,6,14,0,5,0,0,0,0,0,40,0,0
55,6,136819,0,9,0,22,0,0,0,0,0,40,0,0
22,0,205604,21,3,1,9,1,0,0,0,0,30,2,0
28,0,132078,2,13,1,0,1,0,2,0,0,40,0,0
20,0,234880,1,10,1,4,3,0,2,0,0,30,0,0
24,0,196816,2,13,0,0,0,0,0,3908,0,40,0,0
36,0,237943,6,14,0,2,0,0,0,15024,0,50,0,1
68,7,140852,0,9,0,4,0,0,0,0,0,40,0,0
49,2,105614,0,9,4,4,1,0,0,0,0,50,0,1
18,0,83492,13,4,1,9,3,0,0,0,0,40,0,0
50,2,225772,20,16,4,0,1,0,2,0,0,60,0,1
37,0,242713,19,8,6,26,5,2,2,0,0,40,0,0
60,0,355865,6,14,0,2,0,0,0,0,0,50,0,1
43,0,173316,1,10,0,1,0,0,0,0,0,40,0,0
43,7,35662,20,16,0,0,8,0,2,0,0,70,0,1
17,0,297246,8,7,1,26,3,0,2,0,0,9,0,0
43,0,108945,1,10,1,2,1,0,2,0,0,50,0,0
39,0,112158,1,10,0,4,0,0,0,0,0,26,3,0
21,2,57298,1,10,1,3,3,0,2,0,0,15,0,0
42,2,115323,20,16,1,0,1,0,0,0,0,7,3,0
48,2,164582,1,10,0,17,0,0,0,7298,0,60,0,1
56,0,295067,2,13,1,2,1,0,0,14084,0,45,0,1
21,0,177265,9,12,1,5,3,0,2,0,0,30,0,0
28,3,336543,9,12,0,22,0,4,0,0,0,40,53,1
39,2,52870,0,9,0,1,0,0,0,0,0,40,0,1
40,0,316820,13,4,0,4,0,0,0,4064,0,40,0,0
38,3,200153,9,12,1,0,1,0,0,0,0,40,0,0
59,0,453067,1,10,0,0,0,0,0,0,0,36,0,1
51,10,27166,0,9,0,19,0,0,0,0,0,40,0,0
19,0,299598,0,9,1,15,3,0,0,0,0,16,0,0
23,0,122048,0,9,1,9,1,0,2,0,0,40,0,0
31,0,345277,2,13,4,0,1,0,2,0,0,40,0,0
42,0,113147,9,12,0,0,0,2,0,0,0,40,0,0
43,0,34007,0,9,0,1,0,0,0,0,0,40,0,1
45,0,255014,1,10,0,1,0,0,0,0,0,55,0,1
34,0,152667,1,10,0,9,0,0,0,0,0,35,0,0
21,0,231053,0,9,1,9,3,0,0,0,0,30,0,0
34,0,103651,1,10,0,2,0,0,0,0,0,40,0,1
55,7,124137,1,10,0,4,0,0,0,0,0,40,0,1
30,0,198183,7,11,1,0,1,0,2,0,0,40,0,0
29,0,183627,0,9,0,9,0,0,0,3137,0,48,51,0
19,0,466458,1,10,1,3,3,0,2,0,0,20,0,0
45,2,114396,2,13,4,0,1,0,0,0,0,35,0,0
42,0,186376,2,13,0,5,0,4,0,0,0,72,6,1
32,0,290964,2,13,1,4,1,0,2,0,1590,40,0,0
90,2,282095,1,10,0,17,0,0,0,0,0,40,0,0
44,6,244974,2,13,0,22,0,0,0,0,0,44,0,1
34,2,114691,0,9,0,0,0,0,0,0,0,40,0,1
35,0,107160,19,8,6,5,1,0,2,0,0,30,0,0
39,2,142573,1,10,1,1,1,0,0,0,0,25,0,0
29,0,203833,2,13,1,0,1,2,0,0,0,40,0,0
24,0,47791,0,9,1,5,5,0,2,0,0,32,0,0
49,0,133729,1,10,0,5,0,0,0,0,0,17,0,0
52,2,135339,1,10,0,1,0,4,0,0,0,40,3,1
54,0,135803,2,13,0,2,0,4,0,15024,0,60,16,1
31,0,128591,17,5,4,14,1,0,0,0,0,40,0,0
44,0,133853,1,10,4,2,1,0,2,0,0,50,0,0
18,4,137363,1,10,1,11,3,0,2,0,0,30,0,0
27,2,243569,0,9,0,4,0,0,0,0,0,40,0,0
24,0,119156,0,9,1,15,3,0,0,0,0,40,0,0
30,0,391114,0,9,0,15,0,0,0,0,0,60,0,0
27,0,252506,1,10,4,2,3,0,2,0,0,40,0,0
34,6,117503,2,13,0,3,0,0,0,0,0,20,18,0
25,6,117833,1,10,0,2,8,0,2,0,0,19,0,0
39,0,294183,0,9,4,2,5,0,2,0,0,40,0,0
28,0,394927,1,10,0,19,0,0,0,0,0,40,0,1
51,2,259323,0,9,0,1,0,0,0,0,0,70,0,0
21,4,207988,0,9,0,11,9,0,2,0,0,35,0,0
33,0,96635,1,10,1,4,1,4,0,0,0,26,16,0
27,0,192283,7,11,1,15,3,0,2,0,0,38,0,0
29,0,214881,0,9,1,2,1,0,0,0,0,40,0,0
33,6,167474,11,6,0,15,0,0,0,0,0,40,0,0
37,0,110713,0,9,0,4,0,0,0,0,0,50,0,1
20,0,201204,0,9,1,15,3,0,0,0,0,40,0,0
24,0,197666,2,13,1,2,1,0,2,0,0,40,0,0
29,0,162002,0,9,1,5,3,0,2,0,0,35,0,0
31,0,263561,2,13,0,2,0,0,0,0,2246,45,0,1
41,0,224799,1,10,0,1,0,0,0,0,0,40,0,0
42,2,89942,1,10,0,1,0,0,0,0,0,40,0,0
20,0,238685,1,10,1,4,1,0,2,0,0,30,0,0
54,0,38795,17,5,6,1,5,0,0,0,0,40,0,0
55,0,90414,2,13,10,1,5,0,2,0,0,55,51,0
21,0,190805,0,9,0,15,0,0,0,0,0,32,0,0
52,0,23780,7,11,0,2,0,0,0,0,1977,45,0,1
19,0,285263,0,9,1,3,3,0,0,0,0,40,0,0
33,0,177331,7,11,0,1,0,2,0,0,0,40,0,0
22,0,347530,0,9,6,5,5,2,2,0,0,35,0,0
59,0,230039,0,9,1,2,5,0,2,0,625,38,0,0
17,4,210547,11,6,1,11,3,0,0,0,0,40,0,0
31,0,204752,19,8,1,4,3,0,0,0,0,32,0,0
74,2,104001,0,9,0,4,0,0,0,0,0,40,0,1
45,0,253116,11,6,4,5,5,2,2,0,0,40,0,0
36,0,169037,0,9,1,3,1,0,2,0,0,40,0,0
35,7,202027,1,10,4,2,1,0,0,0,0,60,0,0
45,0,170099,1,10,4,1,1,0,0,0,0,40,0,0
42,2,212847,0,9,1,17,3,0,0,0,0,85,0,0
50,6,307392,6,14,4,0,5,0,2,0,0,40,0,0
39,0,233428,0,9,4,2,9,0,2,0,0,40,0,0
44,0,355728,1,10,6,2,1,0,0,0,1980,45,14,0
52,0,177995,28,2,0,17,0,0,0,0,0,56,2,1
24,0,283613,2,13,1,0,1,0,0,0,0,43,0,0
56,7,184598,17,5,0,14,0,0,0,0,0,99,0,0
27,0,185647,0,9,0,9,0,0,0,0,0,50,0,1
47,7,192894,2,13,0,2,0,0,0,0,1902,45,0,1
40,2,284706,15,15,0,0,0,6,0,0,1977,60,0,1
38,0,179579,0,9,1,0,1,0,0,0,0,40,0,0
27,0,131679,7,11,4,4,1,0,2,0,0,40,0,0
52,0,132973,0,9,4,3,5,0,2,0,0,38,0,0
22,0,154713,0,9,4,4,3,0,0,0,0,40,0,0
41,0,121718,1,10,0,1,0,0,0,0,0,40,18,0
30,0,255279,0,9,4,3,5,0,2,0,0,20,0,0
55,0,202559,2,13,0,5,9,4,0,0,0,35,6,0
25,0,123095,1,10,1,3,3,0,0,0,1590,40,0,0
32,0,153326,2,13,0,0,9,0,0,0,0,40,0,0
28,0,75695,1,10,6,5,1,0,2,0,0,60,0,0
33,7,206609,0,9,0,2,0,0,0,0,0,50,0,0
17,0,234780,0,9,1,17,3,2,0,0,0,40,0,0
27,0,178778,0,9,0,14,0,0,0,0,0,40,0,0
55,0,171355,7,11,0,9,0,0,0,0,0,20,0,0
63,10,95680,1,10,0,19,0,0,0,0,0,18,0,1
39,0,196673,0,9,0,5,8,0,2,5013,0,40,0,0
51,10,73670,20,16,0,0,0,0,0,4386,0,52,0,1
67,2,139960,13,4,0,1,0,0,0,0,0,40,0,0
41,7,397280,2,13,0,2,0,0,0,0,0,72,3,0
27,0,60374,0,9,7,1,5,0,2,0,1594,26,0,0
54,0,421561,6,14,0,2,0,0,0,0,0,45,0,1
59,0,245196,11,6,0,14,0,2,0,0,0,40,0,1
18,0,27620,0,9,1,3,1,0,2,0,0,25,0,0
19,0,187570,0,9,1,1,3,0,0,0,0,20,0,0
31,0,102884,0,9,0,9,0,0,0,0,0,50,0,0
17,0,228399,8,7,1,5,3,0,2,0,0,7,0,0
42,0,340234,0,9,0,19,0,4,0,15024,0,40,0,1
